Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,TP,F_TP,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,DIN,F_DIN,TN,F_TN,TKN,F_TKN,TON,F_TON,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,TSS,F_TSS,FECCOL_CFU,F_FECCOL_CFU,WTEM_N,F_WTEM_N,SALT_N,F_SALT_N,DO_N,F_DO_N,PH_N,F_PH_N,SECCHI,F_SECCHI
gtmpcnut,12/1/2013 12:00,2,1,,0.026,0,0.050,0,0.012,0,0.002,<-4> [SBL],,<-4> [SCB],0.007,0,0.019,0,0.30,0,0.29,0,0.28,0,2.5,<1> (CHB),3.3,<1> (CHB),1.1,<1> (CHB),9,0,,<-2> [GSM] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/1/2013 14:30,2,1,,0.034,0,0.064,0,0.021,0,0.002,0,0.013,0,0.015,0,0.036,0,0.50,0,0.48,0,0.46,0,3.1,0,4.2,0,1.6,0,9,0,84,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/1/2013 17:00,2,1,,0.041,0,0.061,0,0.022,0,0.003,0,0.011,0,0.014,0,0.036,0,0.55,0,0.54,0,0.52,0,1.7,0,2.3,0,0.94,0,6,0,100,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/1/2013 19:30,2,1,,0.036,0,0.057,0,0.025,0,0.002,0,0.008,0,0.010,0,0.035,0,0.51,0,0.50,0,0.48,0,2.1,0,2.8,0,0.97,0,6,0,64,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/1/2013 22:00,2,1,,0.030,0,0.053,0,0.013,0,0.002,<-4> [SBL],,<-4> [SCB],0.004,<-4> [SBL],,<-4> [SCB],,<-4> [SCB],0.42,0,0.41,0,2.2,0,2.9,0,1.0,0,9,0,50,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/2/2013 0:30,2,1,,0.032,0,0.051,0,0.015,0,0.002,<-4> [SBL],,<-4> [SCB],0.007,0,0.022,0,0.39,0,0.38,0,0.36,0,2.7,0,3.7,0,1.6,0,8,0,54,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/2/2013 3:00,2,1,,0.038,0,0.065,0,0.030,0,0.002,0,0.012,0,0.014,0,0.044,0,0.48,0,0.47,0,0.44,0,1.7,0,2.2,0,0.73,0,4,0,64,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/2/2013 5:30,2,1,,0.042,0,0.062,0,0.039,0,0.003,0,0.014,0,0.017,0,0.056,0,0.50,0,0.48,0,0.44,0,1.4,0,1.7,0,0.52,0,8,0,76,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/2/2013 8:00,2,1,,0.034,0,0.064,0,0.023,0,0.002,<-4> [SBL],,<-4> [SCB],0.010,0,0.033,0,0.44,0,0.43,0,0.41,0,2.1,0,3.2,0,1.7,0,14,0,74,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/2/2013 10:00,1,1,,0.058,<1> [SRD],0.089,0,0.012,0,0.002,<-4> [SBL],,<-4> [SCB],0.009,0,0.021,0,0.42,0,0.41,0,0.40,0,3.9,0,4.8,0,1.2,0,6,0,44,<1> (CHB),17.2,0,26.3,0,28.8,<-3> (CSM),7.0,0,1.10,0
gtmpcnut,12/2/2013 10:14,1,2,,0.029,<1> [SRD],0.058,0,0.008,0,0.002,0,0.005,0,0.007,0,0.015,0,0.37,0,0.36,0,0.35,0,4.0,0,4.8,0,1.1,0,5,0,25,<1> [GSM] (CHB),17.2,0,27.2,0,37.9,<-3> (CSM),7.0,0,1.10,0
gtmpcnut,12/2/2013 10:30,2,1,,0.024,0,0.045,0,0.010,0,0.002,<-4> [SBL],,<-4> [SCB],0.006,0,0.016,0,0.32,0,0.31,0,0.30,0,3.2,0,4.0,0,1.1,0,8,0,42,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,12/2/2013 10:40,1,1,,0.024,0,0.055,0,0.031,0,0.004,0,0.017,0,0.021,0,0.052,0,0.60,0,0.58,0,0.55,0,3.9,0,5.1,0,1.7,0,14,0,74,<1> [SRD] (CHB),16.3,0,29.8,0,8.0,0,7.8,0,1.00,0
gtmpinut,12/2/2013 10:46,1,2,,0.024,0,0.057,0,0.029,0,0.004,0,0.015,0,0.019,0,0.048,0,0.65,0,0.63,0,0.60,0,3.1,0,4.1,0,1.5,0,14,0,8,<1> [GSM] (CHB),16.3,0,29.8,0,8.0,0,7.8,0,1.00,0
gtmssnut,12/2/2013 11:40,1,1,,0.020,0,0.060,0,0.023,0,0.003,0,0.018,0,0.021,0,0.044,0,0.50,<1> [SRD],0.48,0,0.46,<1> [SRD],3.0,0,4.0,0,1.5,<1> [SRD],22,0,26,<1> [GSM] (CHB),16.7,0,32.9,0,7.4,0,7.9,0,0.80,0
gtmssnut,12/2/2013 11:41,1,2,,0.021,0,0.052,0,0.023,0,0.003,0,0.021,0,0.024,0,0.047,0,0.36,<1> [SRD],0.34,0,0.32,<1> [SRD],2.2,0,2.6,0,0.67,<1> [SRD],24,<1> (CSM),11,<1> [GSM] (CHB),16.7,0,32.9,0,7.4,0,7.9,0,0.80,0
gtmfmnut,12/2/2013 12:30,1,1,,0.016,0,0.039,0,0.023,0,0.003,0,0.010,<1> [SRD],0.013,0,0.036,0,0.41,0,0.40,0,0.38,0,2.3,<1> [SRD],2.7,<1> [SRD],0.61,<1> [SRD],8,<1> [SRD],8,<1> [GSM] (CHB),17.1,0,33.2,0,8.4,0,7.9,0,1.50,0
gtmfmnut,12/2/2013 12:35,1,2,,0.018,0,0.035,0,0.023,0,0.002,0,0.015,<1> [SRD],0.017,0,0.040,0,0.43,0,0.41,0,0.39,0,3.9,<1> [SRD],5.1,<1> [SRD],1.8,<1> [SRD],19,<1> [SRD],3,<1> [GSM] (CHB),17.1,0,33.2,0,8.4,0,7.9,0,1.50,0
