Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,TP,F_TP,NH4F,F_NH4F,NO23F,F_NO23F,DIN,F_DIN,DON,F_DON,TDN,F_TDN,TN,F_TN,TKN,F_TKN,TKNF,F_TKNF,TON,F_TON,PON,F_PON,PN,F_PN,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,DOC,F_DOC,TSS,F_TSS,FECCOL_CFU,F_FECCOL_CFU,ENTERO_MPN,F_ENTERO_MPN,WTEM_N,F_WTEM_N,SALT_N,F_SALT_N,DO_N,F_DO_N,PH_N,F_PH_N,TURB_N,F_TURB_N,Color,F_Color,SECCHI,F_SECCHI,IRR0_N,F_IRR0_N,IRR1_N,F_IRR1_N,Kd_N,F_Kd_N
gtmpcnut,01/11/2021 09:30,2,1,,0.023,<1> (CHB),0.040,0,0.012,0,0.004,<-4> [SBL],,<-4> [SCB],0.30,0,,<-4> [SCB],,<-4> [SCB],0.37,0,0.31,0,0.36,0,0.06,0,,<-2> [GCM],1.8,<1> (CHB),2.0,<1> (CHB),0.9,<-4> [SBL] (CHB),6.9,0,5,0,,<-1>,,<-1>,12.8,0,26.1,0,8.6,0,7.9,0,4.1,<1> [GSM] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/11/2021 12:00,2,1,,0.024,<1> (CHB),0.041,0,0.007,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.42,0,,<-1>,0.41,0,,<-1>,,<-1>,1.7,<1> (CHB),1.8,<1> (CHB),0.9,<-4> [SBL] (CHB),6.4,0,4,0,,<-1>,,<-1>,13.1,0,25.5,0,8.7,0,7.9,0,3.5,<1> [GSM] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/11/2021 14:30,2,1,,0.030,0,0.056,0,0.006,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.45,0,,<-1>,0.44,0,,<-1>,,<-1>,3.5,0,3.5,0,1.8,<-4> [SBL],10.0,0,6,0,,<-1>,128.0,<1> (CHB),14.1,0,16.2,0,8.7,0,7.6,0,4.3,<1> [GSM] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/11/2021 17:00,2,1,,0.033,0,0.058,0,0.010,0,0.005,0,0.015,0,,<-1>,,<-1>,0.72,0,0.72,0,,<-1>,0.71,0,,<-1>,,<-1>,3.1,0,3.3,0,0.9,<-4> [SBL],12.0,0,5,0,,<-1>,122.0,<1> (CHB),14.4,0,12.9,0,7.5,0,8.4,0,3.7,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/11/2021 19:30,2,1,,0.033,0,0.058,0,0.008,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.42,0,,<-1>,0.41,0,,<-1>,,<-1>,3.7,0,4.1,0,0.9,<-4> [SBL],11.0,0,4,0,,<-1>,121.0,<1> (CHB),14.6,0,15.4,0,8.7,0,7.6,0,3.5,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/11/2021 22:00,2,1,,0.027,0,0.049,0,0.005,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.39,0,,<-1>,0.38,0,,<-1>,,<-1>,2.1,0,2.2,0,0.9,<-4> [SBL],8.2,0,4,0,,<-1>,86.0,<1> (CHB),14.8,0,22.3,0,8.7,0,7.8,0,3.1,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/12/2021 00:30,2,1,,0.030,0,0.053,0,0.008,0,0.007,0,0.015,0,,<-1>,,<-1>,0.44,0,0.43,0,,<-1>,0.42,0,,<-1>,,<-1>,2.7,0,3.1,0,0.9,<-4> [SBL],9.8,0,6,0,,<-1>,110.0,<1> [GSM] (CHB),14.5,0,17.1,0,8.5,0,7.6,0,3.6,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/12/2021 03:00,2,1,,0.031,0,0.053,0,0.008,0,0.007,0,0.015,0,,<-1>,,<-1>,0.46,0,0.45,0,,<-1>,0.44,0,,<-1>,,<-1>,4.2,0,4.6,0,0.9,<-4> [SBL],10.0,0,3,0,,<-1>,226.0,<1> (CHB),14.4,0,13.9,0,8.2,0,7.5,0,3.3,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/12/2021 05:30,2,1,,0.034,0,0.056,0,0.016,0,0.005,0,0.021,0,,<-1>,,<-1>,0.46,0,0.45,0,,<-1>,0.43,0,,<-1>,,<-1>,1.8,0,2.1,0,0.9,<-4> [SBL],12.0,0,4,0,,<-1>,195.0,<1> (CHB),14.4,0,11.1,0,7.9,0,7.4,0,2.8,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/12/2021 08:00,2,1,,0.034,0,0.057,0,0.013,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.44,0,,<-1>,0.43,0,,<-1>,,<-1>,2.2,0,2.7,0,0.9,<-4> [SBL],10.0,0,10,0,,<-1>,228.0,<1> (CHB),17.9,0,17.9,0,8.1,0,7.6,0,4.8,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmfmnut,01/12/2021 09:54,1,1,,0.013,0,0.028,0,0.017,0,0.004,<-4> [SBL],,<-4> [SCB],0.19,0,,<-4> [SCB],,<-4> [SCB],0.32,0,0.21,0,0.30,0,0.11,0,,<-2> [GCM],1.1,0,1.2,0,0.9,<-4> [SBL],2.7,0,4,0,3,<1> (CHB),20.0,<1> (CHB),15.1,0,33.0,0,8.2,0,8.0,0,2.6,0,2.5,<-4> [SBL],,<-2> [GDM],,<-1>,,<-1>,,<-1>
gtmfmnut,01/12/2021 09:56,1,2,,0.013,0,0.021,0,0.011,0,0.004,<-4> [SBL],,<-4> [SCB],0.23,0,,<-4> [SCB],,<-4> [SCB],0.21,<1> [SCC],0.24,<1> [SCC],0.20,0,-0.03,<-3> [SNV],,<-2> [GCM],1.1,0,1.2,0,0.9,<-4> [SBL],2.7,0,3,0,3,<1> [GSM] (CHB),10.0,<-4> [SBL] (CHB),15.1,0,33.0,0,8.2,0,8.0,0,2.6,0,2.5,<-4> [SBL],,<-2> [GDM],,<-1>,,<-1>,,<-1>
gtmpcnut,01/12/2021 10:30,2,1,,0.024,0,0.043,0,0.004,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.37,0,,<-1>,0.37,0,,<-1>,,<-1>,2.0,0,2.3,0,0.9,<-4> [SBL],7.1,0,10,0,,<-1>,46.5,<1> [GSM] (CHB),15.2,0,24.9,0,8.1,0,7.8,0,3.4,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmssnut,01/12/2021 11:29,1,1,,0.012,0,0.037,0,0.011,0,0.004,<-4> [SBL],,<-4> [SCB],0.20,0,,<-4> [SCB],,<-4> [SCB],0.26,0,0.21,0,0.25,0,0.05,0,,<-2> [GCM],3.5,0,4.2,0,1.0,0,2.8,0,8,0,19,<1> [GSM] (CHB),10.0,<-4> [SBL] (CHB),15.1,0,32.6,0,7.8,0,8.0,0,5.7,0,2.5,<-4> [SBL],1.00,0,,<-1>,,<-1>,,<-1>
gtmssnut,01/12/2021 11:31,1,2,,0.014,0,0.036,0,0.010,0,0.005,0,0.015,0,0.20,0,0.22,0,0.30,0,0.29,0,0.21,0,0.28,0,0.08,0,0.08,,3.2,0,4.1,0,1.3,0,2.8,0,9,0,17,<1> [GSM] (CHB),20.0,<1> (CHB),15.1,0,32.6,0,7.8,0,8.0,0,5.9,0,2.5,<-4> [SBL],1.00,0,,<-1>,,<-1>,,<-1>
gtmpcnut,01/12/2021 12:03,1,1,,0.023,0,0.042,0,0.007,0,0.004,<-4> [SBL],,<-4> [SCB],0.34,0,,<-4> [SCB],,<-4> [SCB],0.30,<1> [SCC],0.35,<1> [SCC],0.29,0,-0.05,<-3> [SNV],,<-2> [GCM],1.8,0,2.0,0,0.9,<-4> [SBL],6.9,0,4,0,67,<1> [GSM] (CHB),41.0,<1> (CHB),15.2,0,26.3,0,8.5,0,7.5,0,3.0,0,39.0,0,1.20,0,,<-1>,,<-1>,,<-1>
gtmpcnut,01/12/2021 12:07,1,2,,0.022,0,0.034,0,0.007,0,0.004,<-4> [SBL],,<-4> [SCB],0.41,0,,<-4> [SCB],,<-4> [SCB],0.32,<1> [SCC],0.42,<1> [SCC],0.31,0,-0.10,<-3> [SNV],,<-2> [GCM],1.8,0,2.1,<1> (CSM),0.9,<-4> [SBL],6.9,0,4,<1> (CSM),58,<1> [GSM] (CHB),41.0,<1> (CHB),15.2,0,26.3,0,8.5,0,7.5,0,3.3,0,39.0,0,1.20,0,,<-1>,,<-1>,,<-1>
gtmpinut,01/12/2021 13:06,1,1,,0.030,0,0.059,0,0.009,0,0.004,<-4> [SBL],,<-4> [SCB],0.38,0,,<-4> [SCB],,<-4> [SCB],0.53,0,0.39,0,0.52,0,0.14,0,,<-2> [GCM],4.7,0,5.6,0,1.3,0,7.1,0,7,0,8,<1> [GSM] (CHB),20.0,<1> (CHB),14.3,0,24.4,0,7.8,0,7.7,0,5.5,0,21.0,<1> (CSM),1.00,0,,<-1>,,<-1>,,<-1>
gtmpinut,01/12/2021 13:08,1,2,,0.032,0,0.059,0,0.009,0,0.004,<-4> [SBL],,<-4> [SCB],0.41,0,,<-4> [SCB],,<-4> [SCB],0.54,0,0.42,0,0.53,0,0.12,0,,<-2> [GCM],4.9,0,5.7,0,1.2,0,6.8,0,8,0,19,<1> [GSM] (CHB),10.0,<-4> [SBL] (CHB),14.3,0,24.4,0,7.8,0,7.7,0,5.7,0,22.0,0,1.00,0,,<-1>,,<-1>,,<-1>
gtmpcnut,02/08/2021 09:30,2,1,,0.036,<1> (CHB),0.066,0,0.015,0,0.007,0,0.022,0,0.40,0,0.42,0,0.56,0,0.55,0,0.41,0,0.54,0,0.14,0,0.14,,3.0,<1> (CHB),4.0,<1> (CHB),1.4,<1> (CHB),12.0,0,4,0,630,<1> (CHB),,<-1>,15.5,0,6.4,0,7.6,0,7.4,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/08/2021 12:00,2,1,,0.043,0,0.099,0,0.007,0,0.006,0,0.013,0,,<-1>,,<-1>,0.79,0,0.78,0,,<-1>,0.77,0,,<-1>,,<-1>,5.1,0,6.2,0,1.6,0,15.0,0,6,0,61,<1> (CHB),,<-1>,16.5,0,0.9,0,6.6,0,7.1,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/08/2021 14:30,2,1,,0.037,0,0.083,0,0.007,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.82,0,,<-1>,0.81,0,,<-1>,,<-1>,3.0,0,3.8,0,1.0,0,18.0,0,6,0,3,<1> (CHB),556.0,<1> [GSM] (CHB),17.6,0,0.4,0,6.3,0,7.0,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/08/2021 17:00,2,1,,0.033,0,0.073,0,0.007,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.86,0,,<-1>,0.85,0,,<-1>,,<-1>,1.9,0,2.3,0,0.9,<-4> [SBL],21.0,0,6,0,3,<1> (CHB),315.0,<1> (CHB),17.9,0,0.4,0,6.0,0,7.0,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/08/2021 19:30,2,1,,0.038,0,0.070,0,0.007,0,0.006,0,0.013,0,,<-1>,,<-1>,0.70,0,0.69,0,,<-1>,0.68,0,,<-1>,,<-1>,2.9,0,3.4,0,1.8,<-4> [SBL],18.0,0,6,0,11,<1> (CHB),272.0,<1> (CHB),17.9,0,0.7,0,6.5,0,7.0,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/08/2021 22:00,2,1,,0.037,0,0.079,0,0.005,0,0.006,0,0.011,0,,<-1>,,<-1>,0.74,0,0.73,0,,<-1>,0.72,0,,<-1>,,<-1>,2.9,0,3.5,0,1.8,<-4> [SBL],18.0,0,7,0,11,<1> (CHB),298.0,<1> (CHB),17.9,0,0.6,0,6.4,0,7.0,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/09/2021 00:30,2,1,,0.032,0,0.070,0,0.009,0,0.007,0,0.016,0,,<-1>,,<-1>,0.77,0,0.76,0,,<-1>,0.75,0,,<-1>,,<-1>,1.3,0,1.8,0,0.9,<-4> [SBL],22.0,0,6,0,8,<1> (CHB),292.0,<1> (CHB),17.3,0,0.4,0,6.3,0,6.9,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/09/2021 03:00,2,1,,0.030,0,0.062,0,0.011,0,0.007,0,0.018,0,,<-1>,,<-1>,0.79,0,0.78,0,,<-1>,0.77,0,,<-1>,,<-1>,1.0,0,1.5,0,0.9,<-4> [SBL],24.0,0,4,0,53,<1> (CHB),404.0,<1> (CHB),16.8,0,0.4,0,6.4,0,6.8,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/09/2021 05:30,2,1,,0.030,0,0.061,0,0.013,0,0.008,0,0.021,0,,<-1>,,<-1>,0.78,0,0.77,0,,<-1>,0.76,0,,<-1>,,<-1>,1.6,<-4> [SBL],1.4,0,1.8,<-4> [SBL],25.0,0,4,0,44,<1> (CHB),336.0,<1> (CHB),16.8,0,0.4,0,6.4,0,6.8,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/09/2021 08:00,2,1,,0.034,0,0.069,0,0.020,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.77,0,,<-1>,0.75,0,,<-1>,,<-1>,6.7,0,8.3,0,2.2,0,18.0,0,16,0,3,<1> (CHB),631.0,<1> (CHB),17.4,0,4.6,0,6.5,0,7.0,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmfmnut,02/09/2021 08:37,1,1,,0.013,0,0.025,0,0.016,0,0.004,<-4> [SBL],,<-4> [SCB],0.25,0,,<-4> [SCB],,<-4> [SCB],0.31,0,0.27,0,0.29,0,0.04,0,,<-2> [GCM],1.5,0,1.7,0,0.9,<-4> [SBL],2.8,0,4,0,17,<1> (CHB),41.0,<1> (CHB),16.4,0,31.9,0,9.6,0,7.6,0,,<-1>,4.8,0,1.20,0,,<-1>,,<-1>,,<-1>
gtmfmnut,02/09/2021 08:39,1,2,,0.012,0,0.025,0,0.012,0,0.004,<-4> [SBL],,<-4> [SCB],0.25,0,,<-4> [SCB],,<-4> [SCB],0.30,0,0.26,0,0.29,0,0.04,0,,<-2> [GCM],1.6,0,1.8,0,0.9,<-4> [SBL],2.7,0,3,<-4> [SBL],14,<1> (CHB),20.0,<1> (CHB),16.4,0,31.9,0,9.6,0,7.6,0,,<-1>,4.6,0,1.20,0,,<-1>,,<-1>,,<-1>
gtmpcnut,02/09/2021 10:30,2,1,,0.026,0,0.049,0,0.018,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.51,0,,<-1>,0.49,0,,<-1>,,<-1>,1.5,0,2.2,0,1.0,0,8.3,0,7,0,4,<1> (CHB),275.0,<1> (CHB),17.5,0,18.0,0,7.1,0,7.6,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/09/2021 10:48,1,1,,0.028,0,0.052,0,0.016,0,0.004,<-4> [SBL],,<-4> [SCB],0.36,0,,<-4> [SCB],,<-4> [SCB],0.52,0,0.38,0,0.50,0,0.14,0,,<-2> [GCM],2.4,0,3.1,0,1.0,0,11.0,0,6,0,630,<1> (CHB),341.0,<1> (CHB),17.3,0,18.6,0,8.0,0,7.5,0,,<-1>,88.0,<1> (CSM),0.50,0,,<-1>,,<-1>,,<-1>
gtmpcnut,02/09/2021 10:51,1,2,,0.028,0,0.052,0,0.014,0,0.004,<-4> [SBL],,<-4> [SCB],0.40,0,,<-4> [SCB],,<-4> [SCB],0.52,0,0.41,0,0.51,0,0.11,0,,<-2> [GCM],2.8,0,3.6,0,1.0,0,11.0,0,6,0,500,<1> (CHB),296.0,<1> [GSM] (CHB),17.3,0,18.6,0,8.0,0,7.5,0,,<-1>,93.0,0,0.50,0,,<-1>,,<-1>,,<-1>
gtmssnut,02/09/2021 11:30,1,1,,0.022,0,0.035,0,0.026,0,0.023,0,0.049,0,0.23,0,0.28,0,0.35,0,0.33,0,0.26,0,0.30,0,0.07,0,0.07,,2.2,0,2.7,0,1.0,<-4> [SBL],3.0,0,6,0,61,<1> (CHB),20.0,<1> [SRD] (CHB),15.7,0,32.0,0,9.7,0,7.5,0,,<-1>,3.6,0,1.20,0,,<-1>,,<-1>,,<-1>
gtmssnut,02/09/2021 11:32,1,2,,0.022,0,0.036,0,0.024,0,0.025,0,0.049,0,0.22,0,0.26,0,0.42,0,0.39,0,0.24,0,0.37,0,0.15,0,0.15,,1.8,0,2.2,0,0.9,<-4> [SBL],2.9,0,6,0,19,<1> (CHB),75.0,<1> [SRD],15.7,0,32.0,0,9.7,0,7.5,0,,<-1>,4.7,0,1.20,0,,<-1>,,<-1>,,<-1>
gtmpinut,02/24/2021 09:03,1,1,{CSM},0.037,0,0.069,0,0.120,0,0.023,0,0.143,0,0.53,0,0.67,0,0.76,0,0.74,0,0.65,0,0.62,0,0.09,0,0.09,,2.3,0,3.6,0,2.0,0,14.0,0,15,0,23,<1> (CHB),10.0,<1> (CHB),17.5,0,11.8,0,7.0,0,7.2,0,,<-1>,130.0,0,,<-2> [GDM],,<-1>,,<-1>,,<-1>
gtmpinut,02/24/2021 09:05,1,2,{CSM},0.036,0,0.078,0,0.110,0,0.022,0,0.132,0,0.53,0,0.66,0,0.74,0,0.72,0,0.64,0,0.61,0,0.08,0,0.08,,2.4,0,3.7,0,1.9,0,14.0,0,16,0,25,<1> (CHB),15.0,<1> [GSM] (CHB),17.5,0,11.8,0,7.0,0,7.2,0,,<-1>,130.0,0,,<-2> [GDM],,<-1>,,<-1>,,<-1>
gtmpcnut,03/09/2021 09:30,2,1,,0.029,<1> (CHB),0.057,0,0.019,0,0.008,0,0.027,0,0.63,0,0.66,0,0.67,0,0.66,0,0.65,0,0.64,0,0.01,0,0.01,,1.9,<1> (CHB),2.4,<1> (CHB),1.5,<-4> [SBL] (CHB),19.0,0,7,<1> (CSM),19,<1> (CHB),,<-1>,14.6,0,11.9,0,8.3,0,7.5,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/09/2021 12:00,2,1,,0.034,<1> (CHB),0.100,0,0.026,0,0.008,0,0.034,0,,<-1>,,<-1>,1.01,0,1.00,0,,<-1>,0.97,0,,<-1>,,<-1>,2.4,0,2.9,0,1.5,<-4> [SBL],24.0,0,4,0,17,<1> (CHB),,<-1>,16.0,0,4.9,0,8.0,0,7.2,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/09/2021 14:30,2,1,,0.038,0,0.058,0,0.022,0,0.018,0,0.040,0,,<-1>,,<-1>,0.81,0,0.79,0,,<-1>,0.77,0,,<-1>,,<-1>,1.8,0,2.2,0,1.5,<-4> [SBL],27.0,0,5,0,67,<1> (CHB),63.0,<1> (CHB),16.9,0,2.3,0,7.9,0,7.1,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/09/2021 17:00,2,1,,0.037,0,0.068,0,0.014,0,0.017,0,0.031,0,,<-1>,,<-1>,0.88,0,0.86,0,,<-1>,0.85,0,,<-1>,,<-1>,2.2,0,2.8,0,1.0,0,28.0,0,7,0,58,<1> (CHB),74.0,<1> (CHB),18.3,0,1.4,0,8.0,0,7.1,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/09/2021 19:30,2,1,,0.033,0,0.071,0,0.020,0,0.007,0,0.027,0,,<-1>,,<-1>,0.82,0,0.81,0,,<-1>,0.79,0,,<-1>,,<-1>,2.8,0,3.7,0,1.2,0,23.0,0,10,0,8,<1> (CHB),20.0,<1> (CHB),18.3,0,5.1,0,8.3,0,7.3,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/09/2021 22:00,2,1,,0.035,0,0.066,0,0.022,0,0.009,0,0.031,0,,<-1>,,<-1>,0.79,0,0.78,0,,<-1>,0.76,0,,<-1>,,<-1>,2.0,0,2.7,0,1.2,0,23.0,0,8,0,23,<1> (CHB),31.0,<1> (CHB),18.0,0,5.5,0,8.1,0,7.3,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/10/2021 00:30,2,1,,0.036,0,0.067,0,0.027,0,0.011,0,0.038,0,,<-1>,,<-1>,0.88,0,0.87,0,,<-1>,0.84,0,,<-1>,,<-1>,1.6,0,2.2,0,0.9,<-4> [SBL],25.0,0,7,0,25,<1> (CHB),52.0,<1> (CHB),17.5,0,2.8,0,7.8,0,7.1,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/10/2021 03:00,2,1,,0.037,0,0.064,<1> (CSM),0.024,0,0.020,0,0.044,0,,<-1>,,<-1>,0.89,0,0.87,<1> (CSM),,<-1>,0.85,0,,<-1>,,<-1>,1.5,0,1.9,0,0.9,<-4> [SBL],27.0,0,4,0,,<-1>,132.0,<1> (CHB),17.0,0,1.5,0,7.5,0,7.1,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/10/2021 05:30,2,1,,0.041,0,0.070,0,0.023,0,0.019,0,0.042,0,,<-1>,,<-1>,0.93,0,0.91,0,,<-1>,0.89,0,,<-1>,,<-1>,,<-2> (CSM),,<-2> (CSM),,<-2> (CSM),27.0,0,6,0,,<-1>,84.0,<1> (CHB),16.4,0,1.1,0,7.5,0,7.1,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmfmnut,03/10/2021 07:59,1,1,,0.013,0,0.028,0,0.012,0,0.004,<-4> [SBL],,<-4> [SCB],0.23,0,,<-4> [SCB],,<-4> [SCB],0.25,0,0.24,0,0.24,0,0.01,0,,<-2> [GCM],1.8,0,2.1,0,0.9,<-4> [SBL],3.8,0,5,0,3,<1> (CHB),10.0,<1> (CHB),16.0,0,30.9,0,8.4,0,7.9,0,,<-1>,7.6,0,1.10,0,,<-1>,,<-1>,,<-1>
gtmpcnut,03/10/2021 08:00,2,1,,0.032,0,0.065,0,0.024,0,0.007,0,0.031,0,,<-1>,,<-1>,0.67,0,0.66,0,,<-1>,0.64,0,,<-1>,,<-1>,3.5,0,4.8,0,1.9,0,18.0,0,18,0,,<-1>,41.0,<1> (CHB),16.3,0,11.2,0,7.7,0,7.4,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmfmnut,03/10/2021 08:01,1,2,,0.013,0,0.027,0,0.011,0,0.004,<-4> [SBL],,<-4> [SCB],0.24,0,,<-4> [SCB],,<-4> [SCB],0.27,0,0.25,0,0.26,0,0.02,0,,<-2> [GCM],1.5,0,1.7,0,0.9,<-4> [SBL],3.7,0,6,0,3,<1> (CHB),10.0,<1> (CHB),16.0,0,30.9,0,8.4,0,7.9,0,,<-1>,7.9,0,1.10,0,,<-1>,,<-1>,,<-1>
gtmssnut,03/10/2021 08:51,1,1,,0.015,0,0.031,0,0.012,0,0.013,0,0.025,0,0.27,0,0.29,0,0.33,0,0.32,0,0.28,0,0.31,0,0.04,0,0.04,,3.0,0,3.4,0,0.9,<-4> [SBL],3.6,0,5,0,11,<1> (CHB),10.0,<1> (CHB),14.9,0,30.4,0,7.7,0,7.9,0,,<-1>,7.6,0,0.90,0,,<-1>,,<-1>,,<-1>
gtmssnut,03/10/2021 08:53,1,2,,0.015,0,0.022,0,0.012,0,0.016,0,0.028,0,0.29,0,0.32,<1> [SCC],0.25,<1> [SCC],0.23,<1> [SCC],0.30,<1> [SCC],0.22,0,-0.07,<-3> [SNV],-0.07,<-3> [SNV],3.0,0,3.5,0,0.9,<-4> [SBL],3.7,0,6,0,11,<1> (CHB),10.0,<1> (CHB),14.9,0,30.4,0,7.7,0,7.9,0,,<-1>,9.2,0,0.90,0,,<-1>,,<-1>,,<-1>
gtmpinut,03/10/2021 09:51,1,1,,0.029,0,0.054,0,0.043,0,0.016,0,0.059,0,0.44,0,0.50,0,0.60,0,0.58,0,0.48,0,0.54,0,0.10,0,0.10,,2.8,0,3.5,0,0.9,0,10.0,0,9,0,8,<1> (CHB),10.0,<-4> [SBL] (CHB),15.7,0,19.0,0,7.2,0,7.7,0,,<-1>,64.0,<1> (CSM),0.60,0,,<-1>,,<-1>,,<-1>
gtmpinut,03/10/2021 09:53,1,2,,0.029,0,0.054,0,0.042,0,0.016,0,0.058,0,0.44,0,0.50,0,0.54,0,0.52,<1> (CSM),0.48,0,0.48,0,0.04,0,0.04,,2.8,0,3.3,0,0.9,<-4> [SBL],10.0,0,8,0,6,<1> (CHB),10.0,<-4> [SBL] (CHB),15.7,0,19.0,0,7.2,0,7.7,0,,<-1>,64.0,0,0.60,0,,<-1>,,<-1>,,<-1>
gtmpcnut,03/10/2021 10:28,1,1,,0.028,0,0.056,0,0.021,0,0.004,0,0.025,0,0.53,0,0.55,0,0.57,0,0.57,0,0.55,0,0.55,0,0.02,0,0.02,,3.3,0,4.1,0,1.2,0,16.0,0,8,0,53,<1> (CHB),52.0,<1> (CHB),17.2,0,10.5,0,9.6,0,7.5,0,,<-1>,160.0,0,0.40,0,,<-1>,,<-1>,,<-1>
gtmpcnut,03/10/2021 10:29,1,2,,0.029,0,0.056,0,0.022,0,0.005,0,0.027,0,0.50,0,0.52,0,0.64,0,0.63,0,0.52,0,0.61,0,0.11,0,0.11,,2.4,0,3.0,0,1.0,0,16.0,0,8,0,44,<1> (CHB),25.0,<1> [GSM] (CHB),17.2,0,10.5,0,9.6,0,7.5,0,,<-1>,150.0,0,0.40,0,,<-1>,,<-1>,,<-1>
gtmpcnut,03/10/2021 10:30,2,1,,0.027,0,0.052,0,0.020,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.58,0,,<-1>,0.56,0,,<-1>,,<-1>,2.4,0,3.1,0,1.3,<-4> [SBL],12.0,0,12,0,,<-1>,20.0,<1> (CHB),16.7,0,19.1,0,7.2,0,7.7,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/06/2021 08:30,2,1,,0.026,<1> (CHB),0.058,0,0.027,0,0.005,0,0.032,0,0.40,0,0.44,<1> [SCC],0.42,<1> [SCC],0.41,<1> [SCC],0.43,<1> [SCC],0.38,0,-0.02,<-3> [SNV],-0.02,<-3> [SNV],2.4,<1> (CHB),3.4,<1> (CHB),1.7,<1> (CHB),7.6,0,8,0,,<-1>,,<-1>,20.5,0,20.5,0,6.3,0,7.7,0,6.0,<1> [GSM] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
