Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,DOP,F_DOP,TDP,F_TDP,TP,F_TP,PHOSP,F_PHOSP,NH4F,F_NH4F,NO23F,F_NO23F,DIN,F_DIN,DON,F_DON,TDN,F_TDN,TN,F_TN,TKN,F_TKN,TKNF,F_TKNF,TON,F_TON,PON,F_PON,PN,F_PN,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,DOC,F_DOC,TSS,F_TSS,FECCOL_CFU,F_FECCOL_CFU,ENTERO_MPN,F_ENTERO_MPN,WTEM_N,F_WTEM_N,SALT_N,F_SALT_N,DO_N,F_DO_N,PH_N,F_PH_N,Color,F_Color,SECCHI,F_SECCHI
gtmpcnut,1/17/2022 17:00,2,1,,0.039,0,,<-1>,,<-1>,0.069,0,,<-1>,0.019,0,0.013,0,0.032,0,,<-1>,,<-1>,0.58,,0.57,0,,<-1>,0.55,,,<-1>,,<-1>,8.1,0,8.6,0,1.8,<-4> [SBL],15.0,0,8,0,,<-1>,52,<1> (CHB),14.4,0,7.5,0,9.0,0,7.5,0,,<-1>,,<-1>
gtmpcnut,1/17/2022 19:30,2,1,,0.041,0,,<-1>,,<-1>,0.068,0,,<-1>,0.029,0,0.013,0,0.042,0,,<-1>,,<-1>,0.55,,0.54,0,,<-1>,0.51,,,<-1>,,<-1>,3.3,0,3.6,0,1.8,<-4> [SBL],17.0,0,8,0,,<-1>,62,<1> (CHB),14.6,0,7.6,0,8.8,0,7.5,0,,<-1>,,<-1>
gtmpcnut,1/17/2022 22:00,2,1,,0.042,0,,<-1>,,<-1>,0.068,0,,<-1>,0.028,0,0.013,0,0.041,0,,<-1>,,<-1>,0.49,,0.48,0,,<-1>,0.45,,,<-1>,,<-1>,2.3,0,2.7,0,1.8,<-4> [SBL],16.0,0,9,0,,<-1>,63,<1> (CHB),13.7,0,7.8,0,9.2,0,7.6,0,,<-1>,,<-1>
gtmpcnut,1/18/2022 00:30,2,1,,0.040,0,,<-1>,,<-1>,0.059,0,,<-1>,0.033,0,0.014,0,0.047,0,,<-1>,,<-1>,0.52,,0.51,0,,<-1>,0.48,,,<-1>,,<-1>,1.9,0,1.8,0,2.0,<-4> [SBL],14.0,0,6,0,,<-1>,97,<1> (CHB),13.5,0,11.4,0,9.0,0,7.6,0,,<-1>,,<-1>
gtmpcnut,1/18/2022 03:00,2,1,,0.039,0,,<-1>,,<-1>,0.062,0,,<-1>,0.031,0,0.015,0,0.046,0,,<-1>,,<-1>,0.54,,0.52,0,,<-1>,0.49,,,<-1>,,<-1>,2.6,0,2.6,0,1.8,<-4> [SBL],14.0,0,8,0,,<-1>,20,<1> (CHB),13.7,0,11.0,0,8.7,0,7.6,0,,<-1>,,<-1>
gtmpcnut,1/18/2022 05:30,2,1,,0.041,0,,<-1>,,<-1>,0.059,0,,<-1>,0.038,0,0.014,0,0.052,0,,<-1>,,<-1>,0.53,,0.52,0,,<-1>,0.48,,,<-1>,,<-1>,1.6,<-4> [SBL],1.3,0,1.8,<-4> [SBL],14.0,0,8,0,,<-1>,10,<1> (CHB),13.8,0,10.0,0,8.2,0,7.5,0,,<-1>,,<-1>
gtmpcnut,1/18/2022 08:00,2,1,,0.045,0,,<-1>,,<-1>,0.071,0,,<-1>,0.036,0,0.015,0,0.051,0,,<-1>,,<-1>,0.48,,0.47,0,,<-1>,0.43,,,<-1>,,<-1>,1.6,<-4> [SBL],1.6,0,1.8,<-4> [SBL],16.0,0,4,0,,<-1>,96,<1> (CHB),12.6,0,5.4,0,8.7,0,7.5,0,,<-1>,,<-1>
gtmpcnut,1/18/2022 10:30,2,1,,0.036,0,,<-1>,,<-1>,0.067,0,,<-1>,0.036,0,0.016,0,0.052,0,,<-1>,,<-1>,0.60,,0.58,0,,<-1>,0.54,,,<-1>,,<-1>,3.2,0,3.5,0,1.5,<-4> [SBL],12.0,0,12,0,,<-1>,20,<1> (CHB),11.2,0,14.7,0,8.9,0,7.7,0,,<-1>,,<-1>
gtmfmnut,2/1/2022 8:59,1,1,,0.009,0,0.008,0,0.017,0,0.033,0,0.016,0,0.007,0,0.008,0,0.015,0,0.29,,0.31,,0.32,,0.31,0,0.30,0,0.30,,0.01,0,0.01,0,4.3,0,4.8,0,0.90,<-4> [SBL],2.2,0,7,0,3,<1> [GSM] (CHB),10.0,<-4> [SBL] (CHB),13.6,0,34.8,0,7.5,0,8.0,0,7.5,<-4> [SBL],1.2,0
gtmfmnut,2/1/2022 9:01,1,2,,0.010,0,0.007,0,0.017,0,0.032,0,0.015,0,0.003,0,0.006,0,0.009,0,0.28,,0.29,,0.39,,0.38,0,0.28,0,0.38,,0.10,0,0.10,0,4.3,0,5.0,0,0.90,<-4> [SBL],1.9,0,6,0,3,<-4> [SBL] (CHB),10.0,<-4> [SBL] (CHB),13.6,0,34.8,0,7.5,0,8.0,0,12,<-4> [SBL],1.2,0
gtmssnut,2/1/2022 10:04,1,1,,0.009,0,0.008,0,0.017,0,0.043,0,0.026,0,0.003,0,0.006,0,0.009,0,0.33,<1> [SRD],0.34,<1> [SRD],0.40,,0.39,0,0.33,<1> [SRD],0.39,,0.06,0,0.06,0,5.7,0,6.8,0,1.4,0,1.9,0,17,0,3,<-4> [SBL] (CHB),10,<1> (CHB),13.4,0,34.6,0,8.4,0,8.1,0,7.5,<-4> [SBL],0.9,0
gtmssnut,2/1/2022 10:06,1,2,,0.010,0,0.006,0,0.016,0,0.041,0,0.025,0,0.002,0,0.005,0,0.007,0,0.20,<1> [SRD],0.20,<1> [SRD],0.32,,0.32,0,0.20,<1> [SRD],0.32,,0.12,0,0.12,0,5.5,0,6.5,0,1.3,0,2.1,0,18,0,19,<1> [GSM] (CHB),10.0,<-4> [SBL] (CHB),13.4,0,34.6,0,8.4,0,8.1,0,12,<-4> [SBL],0.9,0
gtmpinut,2/1/2022 11:27,1,1,{CIF},0.018,0,0.010,0,0.028,0,0.040,0,0.012,0,0.005,0,0.006,0,0.011,0,0.32,,0.34,,0.40,,0.39,0,0.33,0,0.38,,0.06,0,0.06,0,3.3,0,3.7,0,1.0,<-4> [SBL],3.9,0,11,0,6,<1> [GSM] (CHB),10.0,<-4> [SBL] (CHB),12.0,0,32.4,0,8.5,0,8.0,0,3.7,0,1.6,0
gtmpinut,2/1/2022 11:29,1,2,{CIF},0.020,0,0.008,0,0.028,0,0.039,0,0.011,0,0.002,0,0.006,0,0.008,0,0.26,,0.27,,0.34,,0.33,0,0.26,0,0.33,,0.07,0,0.07,0,3.3,0,3.5,0,1.0,<-4> [SBL],3.3,0,11,0,3,<1> [GSM] (CHB),10.0,<-4> [SBL] (CHB),12.0,0,32.4,0,8.5,0,8.0,0,2.5,<-4> [SBL],1.6,0
gtmpcnut,2/1/2022 13:45,1,1,,0.020,0,0.008,0,0.028,0,0.034,0,0.006,0,0.004,0,0.004,<-4> [SBL],,<-4> [SCB],0.34,,,<-4> [SCB],,<-4> [SCB],0.31,<1> [SCC],0.34,<1> [SCC],0.31,,-0.03,<-3> [SNV],,<-2> [GCM],1.5,0,1.4,0,1.0,<-4> [SBL],5.2,0,5,0,19,<1> [GSM] (CHB),10,<1> (CHB),12.6,0,28.8,0,8.0,0,7.9,0,18.0,<1> (CSM),1.6,0
gtmpcnut,2/1/2022 13:47,1,2,,0.019,0,0.007,0,0.026,0,0.031,0,0.005,0,0.003,0,0.004,<-4> [SBL],,<-4> [SCB],0.23,,,<-4> [SCB],,<-4> [SCB],0.29,0,0.23,0,0.29,,0.06,0,,<-2> [GCM],1.6,0,1.4,0,1.4,<-4> [SBL],4.9,0,5,0,14,<1> [GSM] (CHB),10,<1> (CHB),12.6,0,28.8,0,8.0,0,7.9,0,16.0,0,1.6,0
gtmpcnut,2/14/2022 9:30,2,1,,0.023,<1> (CHB),0.010,0,0.033,0,0.056,0,0.023,0,0.022,0,0.004,<-4> [SBL],,<-4> [SCB],0.32,,,<-4> [SCB],,<-4> [SCB],0.58,0,0.34,0,0.56,,0.24,0,,<-2> [GCM],2.9,0,3.5,0,1.5,<-4> [SBL],6.8,0,16,0,,<-1>,,<-1>,14.5,0,19.3,0,7.6,0,7.8,0,,<-1>,,<-1>
gtmpcnut,2/14/2022 12:00,2,1,,0.023,0,,<-1>,,<-1>,0.050,0,,<-1>,0.011,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.50,0,,<-1>,0.49,,,<-1>,,<-2> [GCM],3.2,0,3.3,0,1.6,<-4> [SBL],6.6,0,14,0,,<-1>,,<-1>,14.8,0,19.4,0,7.6,0,7.8,0,,<-1>,,<-1>
gtmpcnut,2/14/2022 14:30,2,1,,0.027,0,,<-1>,,<-1>,0.056,0,,<-1>,0.014,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.56,0,,<-1>,0.55,,,<-1>,,<-2> [GCM],4.2,0,4.6,0,1.8,<-4> [SBL],8.2,0,10,0,,<-1>,10.0,<-4> [SBL] (CHB),15.8,0,16.6,0,7.4,0,7.7,0,,<-1>,,<-1>
gtmpcnut,2/14/2022 17:00,2,1,,0.032,0,,<-1>,,<-1>,0.040,0,,<-1>,0.015,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.39,0,,<-1>,0.38,,,<-1>,,<-2> [GCM],3.7,0,4.3,<1> (CSM),1.8,<-4> [SBL],9.4,0,13,0,,<-1>,10.0,<-4> [SBL] (CHB),16.6,0,14.7,0,6.9,0,7.6,0,,<-1>,,<-1>
gtmpcnut,2/14/2022 19:30,2,1,,0.032,0,,<-1>,,<-1>,0.075,0,,<-1>,0.012,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.75,0,,<-1>,0.74,,,<-1>,,<-2> [GCM],4.6,0,4.8,0,2.2,<-4> [SBL],8.8,0,12,0,,<-1>,10.0,<-4> [SBL] (CHB),17.1,0,13.2,0,8.3,0,7.7,0,,<-1>,,<-1>
gtmpcnut,2/14/2022 22:00,2,1,,0.027,0,,<-1>,,<-1>,0.058,0,,<-1>,0.014,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.56,0,,<-1>,0.55,,,<-1>,,<-2> [GCM],2.1,0,2.4,0,0.90,<-4> [SBL],7.9,0,9,0,,<-1>,10.0,<-4> [SBL] (CHB),16.0,0,17.1,0,7.9,0,7.8,0,,<-1>,,<-1>
gtmpcnut,2/15/2022 0:30,2,1,,0.029,0,,<-1>,,<-1>,0.065,0,,<-1>,0.014,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.62,0,,<-1>,0.61,,,<-1>,,<-2> [GCM],4.1,0,4.5,0,1.8,<-4> [SBL],7.8,0,10,0,,<-1>,20,<1> (CHB),16.4,0,16.2,0,7.9,0,7.7,0,,<-1>,,<-1>
gtmpcnut,2/15/2022 3:00,2,1,,0.032,0,,<-1>,,<-1>,0.063,0,,<-1>,0.019,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.58,0,,<-1>,0.56,,,<-1>,,<-2> [GCM],4.1,0,4.6,0,1.5,<-4> [SBL],8.3,0,9,<1> (CSM),,<-1>,41,<1> (CHB),16.5,0,15.6,0,7.3,0,7.7,0,,<-1>,,<-1>
gtmpcnut,2/15/2022 5:30,2,1,,0.032,0,,<-1>,,<-1>,0.061,0,,<-1>,0.019,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.51,0,,<-1>,0.49,,,<-1>,,<-2> [GCM],3.9,0,4.4,0,1.5,<-4> [SBL],9.0,0,8,0,,<-1>,10.0,<-4> [SBL] (CHB),16.4,0,12.9,0,6.9,0,7.6,0,,<-1>,,<-1>
gtmpcnut,2/15/2022 8:00,2,1,,0.034,0,,<-1>,,<-1>,0.059,0,,<-1>,0.015,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.49,0,,<-1>,0.48,,,<-1>,,<-2> [GCM],3.3,0,3.6,0,1.6,<-4> [SBL],9.2,0,9,0,,<-1>,20,<1> (CHB),14.1,0,12.4,0,7.9,0,7.6,0,,<-1>,,<-1>
gtmpcnut,2/15/2022 10:30,2,1,,0.024,0,,<-1>,,<-1>,0.049,0,,<-1>,0.010,0,0.004,0,0.014,0,,<-1>,,<-1>,0.45,,0.45,0,,<-1>,0.44,,,<-1>,,<-1>,3.1,0,3.0,0,1.8,<-4> [SBL],6.6,0,11,<1> (CSM),,<-1>,10,<1> [GSM] (CHB),13.7,0,22.3,0,8.1,0,7.9,0,,<-1>,,<-1>
gtmfmnut,3/2/2022 8:46,1,1,,0.004,0,0.006,0,0.010,0,0.029,<1> (CSM),0.019,0,0.016,<1> [SRD],0.004,<-4> [SBL],,<-4> [SCB],0.22,,,<-4> [SCB],,<-4> [SCB],0.24,0,0.24,<1> [SRD],0.22,,0.00,0,,<-2> [GCM],4.3,0,4.8,0,0.90,<-4> [SBL],2.4,0,13,0,3,<1> [GSM] (CHB),10.0,<-4> [SBL] (CHB),16.5,0,33.2,0,7.3,0,8.0,0,2.5,<-4> [SBL],1.3,0
gtmfmnut,3/2/2022 8:48,1,2,,0.004,0,0.005,0,0.009,0,0.027,0,0.018,0,0.004,<1> [SRD],0.004,<-4> [SBL],,<-4> [SCB],,<-4> [SCB],,<-4> [SCB],,<-4> [SCB],0.21,0,0.16,<-4> [SBL],0.21,,,<-4> [SCB],,<-2> [GCM],4.2,0,4.9,0,0.98,<-4> [SBL],2.6,0,12,0,3,<1> [GSM] (CHB),10.0,<-4> [SBL] (CHB),16.5,0,33.2,0,7.3,0,8.0,0,2.5,<-4> [SBL],1.3,0
gtmssnut,3/2/2022 9:58,1,1,,0.007,0,0.007,0,0.014,0,0.032,0,0.018,0,0.006,0,0.004,<-4> [SBL],,<-4> [SCB],0.18,,,<-4> [SCB],,<-4> [SCB],0.24,0,0.19,0,0.23,,0.05,0,,<-2> [GCM],4.4,0,5.0,0,0.98,<-4> [SBL],2.9,0,12,0,3,<1> [GSM] (CHB),20,<1> (CHB),16.4,0,33.0,0,7.8,0,8.2,0,2.5,<-4> [SBL],1.1,0
gtmssnut,3/2/2022 10:00,1,2,,0.007,0,0.005,0,0.012,0,0.030,0,0.018,0,0.006,0,0.004,<-4> [SBL],,<-4> [SCB],,<-4> [SCB],,<-4> [SCB],,<-4> [SCB],0.26,0,0.16,<-4> [SBL],0.25,,,<-4> [SCB],,<-2> [GCM],4.5,0,4.7,0,2.1,<-4> [SBL],2.9,0,12,0,8,<1> [GSM] (CHB),10.0,<-4> [SBL] (CHB),16.4,0,33.0,0,7.8,0,8.2,0,2.5,<-4> [SBL],1.1,0
gtmpinut,3/2/2022 11:21,1,1,,0.016,0,0.009,0,0.025,0,0.045,0,0.020,0,0.012,0,0.004,<-4> [SBL],,<-4> [SCB],0.24,,,<-4> [SCB],,<-4> [SCB],0.37,0,0.25,0,0.36,,0.12,0,,<-2> [GCM],5.0,0,5.2,0,2.6,<-4> [SBL],4.1,0,17,0,8,<1> [GSM] (CHB),10,<1> (CHB),18.2,0,31.3,0,6.2,0,7.9,0,6.4,0,1.0,0
gtmpinut,3/2/2022 11:22,1,2,,0.016,0,0.008,0,0.024,0,0.042,0,0.018,0,0.011,0,0.004,<-4> [SBL],,<-4> [SCB],0.23,,,<-4> [SCB],,<-4> [SCB],0.34,0,0.24,0,0.33,,0.10,0,,<-2> [GCM],4.0,0,4.6,0,0.98,<-4> [SBL],3.9,0,16,0,6,<1> [GSM] (CHB),10.0,<-4> [SBL] (CHB),18.2,0,31.3,0,6.2,0,7.9,0,6.1,0,1.0,0
gtmpcnut,3/2/2022 13:30,1,1,,0.027,0,0.010,0,0.037,0,0.058,0,0.021,0,0.009,0,0.004,<-4> [SBL],,<-4> [SCB],0.52,,,<-4> [SCB],,<-4> [SCB],0.60,0,0.53,0,0.59,,0.07,0,,<-2> [GCM],4.4,0,4.9,0,1.4,<-4> [SBL],6.4,0,11,0,120,<1> (CHB),20,<1> (CHB),18.9,0,26.9,0,6.4,0,7.7,0,23.0,0,1.0,0
gtmpcnut,3/2/2022 13:32,1,2,,0.026,0,0.010,0,0.036,0,0.057,0,0.021,0,0.006,0,0.004,<-4> [SBL],,<-4> [SCB],0.45,,,<-4> [SCB],,<-4> [SCB],0.62,0,0.46,0,0.61,,0.16,0,,<-2> [GCM],4.4,0,4.9,0,1.6,<-4> [SBL],5.3,0,11,<1> (CSM),100,<1> (CHB),20,<1> (CHB),18.9,0,26.9,0,6.4,0,7.7,0,22.0,0,1.0,0
gtmpcnut,3/14/2022 8:30,2,1,,0.041,<1> (CHB),0.016,0,0.057,0,0.086,0,0.029,0,0.031,0,0.019,0,0.050,0,0.78,,0.83,,0.98,,0.96,0,0.81,0,0.93,,0.15,0,0.15,0,3.5,<1> (CHB),3.9,<1> (CHB),3.8,<-4> [SBL] (CSM),33.0,0,13,0,,<-1>,,<-1>,15.3,0,1.9,0,7.2,0,7.1,0,,<-1>,,<-1>
gtmpcnut,3/14/2022 11:00,2,1,,0.045,<1> (CHB),,<-1>,,<-1>,0.085,0,,<-1>,0.038,0,0.013,0,0.051,0,,<-1>,,<-1>,0.99,,0.98,0,,<-1>,0.94,,,<-1>,,<-1>,2.0,0,2.4,0,1.8,<-4> [SBL],29.0,0,10,0,,<-1>,,<-1>,16.6,0,0.8,0,6.7,0,6.9,0,,<-1>,,<-1>
gtmpcnut,3/14/2022 13:30,2,1,,0.036,0,,<-1>,,<-1>,0.073,0,,<-1>,0.021,0,0.010,0,0.031,0,,<-1>,,<-1>,1.01,,1.00,0,,<-1>,0.98,,,<-1>,,<-1>,2.0,0,2.2,0,1.8,<-4> [SBL],32.0,0,6,0,,<-1>,121,<1> [GSM] (CHB),16.7,0,0.7,0,6.9,0,6.8,0,,<-1>,,<-1>
gtmpcnut,3/14/2022 16:00,2,1,,0.037,0,,<-1>,,<-1>,0.068,0,,<-1>,0.023,0,0.009,0,0.032,0,,<-1>,,<-1>,0.95,,0.94,0,,<-1>,0.92,,,<-1>,,<-1>,1.9,0,2.1,0,1.8,<-4> [SBL],32.0,0,7,0,,<-1>,435,<1> (CHB),17.0,0,0.6,0,7.2,0,6.7,0,,<-1>,,<-1>
gtmpcnut,3/14/2022 18:30,2,1,,0.040,0,,<-1>,,<-1>,0.086,0,,<-1>,0.030,0,0.012,0,0.042,0,,<-1>,,<-1>,1.01,,1.00,0,,<-1>,0.97,,,<-1>,,<-1>,4.9,0,5.3,0,1.8,<-4> [SBL],31.0,0,11,0,,<-1>,142,<1> (CHB),18.1,0,0.9,0,7.4,0,6.9,0,,<-1>,,<-1>
gtmpcnut,3/14/2022 21:00,2,1,,0.041,0,,<-1>,,<-1>,0.083,0,,<-1>,0.034,0,0.013,0,0.047,0,,<-1>,,<-1>,0.94,,0.93,0,,<-1>,0.90,,,<-1>,,<-1>,2.9,0,3.5,0,1.8,<-4> [SBL],32.0,0,11,0,,<-1>,110,<1> (CHB),18.3,0,1.6,0,7.2,0,7.0,0,,<-1>,,<-1>
gtmpcnut,3/14/2022 23:30,2,1,,0.038,0,,<-1>,,<-1>,0.073,0,,<-1>,0.030,0,0.010,0,0.040,0,,<-1>,,<-1>,1.01,,1.00,0,,<-1>,0.97,,,<-1>,,<-1>,1.6,0,2.0,0,1.8,<-4> [SBL],34.0,0,8,0,,<-1>,121,<1> (CHB),17.1,0,0.6,0,7.2,0,6.8,0,,<-1>,,<-1>
gtmpcnut,3/15/2022 2:00,2,1,,0.035,0,,<-1>,,<-1>,0.067,0,,<-1>,0.026,0,0.010,0,0.036,0,,<-1>,,<-1>,1.01,,1.00,0,,<-1>,0.97,,,<-1>,,<-1>,1.6,<-4> [SBL],1.3,0,1.8,<-4> [SBL],34.0,0,7,0,,<-1>,86,<1> (CHB),16.5,0,0.5,0,7.4,0,6.7,0,,<-1>,,<-1>
gtmpcnut,3/15/2022 4:30,2,1,,0.034,0,,<-1>,,<-1>,0.063,0,,<-1>,0.025,0,0.009,0,0.034,0,,<-1>,,<-1>,1.01,,1.00,0,,<-1>,0.98,,,<-1>,,<-1>,1.2,0,1.5,0,0.90,<-4> [SBL],33.0,0,5,0,,<-1>,299,<1> (CHB),16.2,0,0.5,0,7.3,0,6.7,0,,<-1>,,<-1>
gtmpcnut,3/15/2022 7:00,2,1,,0.039,0,,<-1>,,<-1>,0.075,0,,<-1>,0.033,0,0.012,0,0.045,0,,<-1>,,<-1>,1.01,,1.00,0,,<-1>,0.97,,,<-1>,,<-1>,3.2,0,3.6,0,1.4,<-4> [SBL],34.0,0,8,0,,<-1>,98,<1> (CHB),16.8,0,0.8,0,7.3,0,6.8,0,,<-1>,,<-1>
gtmpcnut,3/15/2022 9:30,2,1,,0.040,0,,<-1>,,<-1>,0.088,0,,<-1>,0.047,0,0.007,0,0.054,0,,<-1>,,<-1>,0.95,,0.94,0,,<-1>,0.89,,,<-1>,,<-1>,3.8,0,4.6,0,2.2,<-4> [SBL],29.0,0,14,<1> (CSM),,<-1>,121,<1> [GSM] (CHB),17.5,0,3.2,0,7.3,0,7.1,0,,<-1>,,<-1>
gtmfmnut,4/13/2022 7:25,1,1,,0.019,0,0.010,0,0.029,0,0.054,0,0.025,0,0.034,0,0.011,0,0.045,0,0.27,,0.31,,0.46,,0.45,0,0.30,0,0.42,,0.15,0,0.15,0,4.5,0,5.3,0,1.8,<-4> [SBL],5.7,0,18,0,3,<-4> [SBL] (CHB),10,<1> (CHB),22.2,0,31.8,0,6.5,0,7.9,0,21.0,0,0.9,0
