Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,TP,F_TP,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,DIN,F_DIN,DON,F_DON,TDN,F_TDN,TN,F_TN,PN,F_PN,TKN,F_TKN,TKNF,F_TKNF,TON,F_TON,PON,F_PON,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,DOC,F_DOC,TSS,F_TSS,FECCOL_CFU,F_FECCOL_CFU,ENTERO_MPN,F_ENTERO_MPN,WTEM_N,F_WTEM_N,SALT_N,F_SALT_N,DO_N,F_DO_N,PH_N,F_PH_N,TURB_N,F_TURB_N,SECCHI,F_SECCHI
gtmpcnut,11/17/2020 13:48,1,2, ,0.029,0,0.056,0,0.031,0,0.010,<-4> [SBL],,<-4> [SCB],0.015,0,0.046,0,0.57,0,0.62,0,0.72,0,0.10,0,0.70,0,0.60,0,0.67,0,0.10,0,3.3,0,3.6,0,0.90,<-4> [SBL],21.0,0,7,0,72,<1> [GSM] (CHB), ,<-1>  ,22.0,0,18.0,0,5.2,0,7.2,0,4,0,0.60,0
gtmpcnut,11/30/2020 9:30,2,1, ,0.050,<1> (CHB),0.074,0,0.059,0,0.009,<1> (CHB),0.015,<1> [GSM] (CHB),0.024,0,0.083,0,0.84,0,0.92,0,1.02,0,0.10,0,1.00,0,0.90,0,0.94,0,0.10,0,1.5,<1> (CHB),1.8,<1> (CHB),0.90,<-4> [SBL] (CHB),33.0,0,6,0, ,<-1>  , ,<-1>  ,21.3,0,7.8,0,5.7,0,6.9,0,5,<1> [GSM] (CHB), ,<-1>  
gtmpcnut,11/30/2020 12:00,2,1, ,0.042,<1> (CHB),0.079,0,0.038,0,0.009,<1> (CHB),0.030,<1> [GSM] (CHB),0.039,0,0.077,0, ,<-1>,,<-1>,0.80,0,,<-1>,0.76,0, ,<-1>  ,0.72,0,,<-1>,1.3,<1> (CHB),1.7,<1> (CHB),0.90,<-4> [SBL] (CHB),18.0,0,10,0,130,<1> (CHB), ,<-1>  ,21.9,0,16.6,0,5.1,0,7.3,0,6,<1> (CHB), ,<-1>  
gtmpcnut,11/30/2020 14:30,2,1, ,0.038,0,0.070,0,0.042,0,0.009,0,0.007,0,0.016,0,0.058,0, ,<-1>,,<-1>,1.02,0,,<-1>,1.00,0, ,<-1>  ,0.96,0,,<-1>,1.4,<-4> [SBL],1.3,0,1.5,<-4> [SBL],35.0,0,4,0,230,<1> [GSM] (CHB), ,<-1>  ,21.6,0,4.0,0,5.8,0,6.8,0,4,<1> (CSM), ,<-1>  
gtmpcnut,11/30/2020 17:00,2,1, ,0.042,0,0.062,0,0.033,0,0.009,<1> (CSM),0.006,<1> (CSM),0.015,0,0.048,0, ,<-1>,,<-1>,1.12,0,,<-1>,1.10,0, ,<-1>  ,1.07,0,,<-1>,0.82,<-4> [SBL],0.66,0,0.90,<-4> [SBL],39.0,0,4,0,6,<1> [GSM] (CHB), ,<-1>  ,21.3,0,1.5,0,5.9,0,6.7,0,4,<1> (CSM), ,<-1>  
gtmpcnut,11/30/2020 19:30,2,1, ,0.037,0,0.066,0,0.016,0,0.011,<1> [SCC],-0.001,<-3> [SNV],0.010,<1> [SCC],0.026,<1> (CSM), ,<-1>,,<-1>,1.11,<1> (CSM),,<-1>,1.10,0, ,<-1>  ,1.08,0,,<-1>,1.2,<-4> [SBL],0.86,<-4> [SBL],1.3,<-4> [SBL],40.0,0,7,0,520,<1> (CHB), ,<-1>  ,20.8,0,0.4,0,5.7,0,6.6,0,5,0, ,<-1>  
gtmpcnut,11/30/2020 22:00,2,1, ,0.039,0,0.072,0,0.034,0,0.010,0,0.008,0,0.018,0,0.052,0, ,<-1>,,<-1>,1.02,0,,<-1>,1.00,0, ,<-1>  ,0.97,0,,<-1>,0.97,<-4> [SBL],1.3,0,1.1,<-4> [SBL],38.0,0,10,0,380,<1> (CHB), ,<-1>  ,19.8,0,2.0,0,6.5,0,6.8,0,8,0, ,<-1>  
gtmpcnut,12/1/2020 0:30,2,1, ,0.038,0,0.068,0,0.036,0,0.011,0,0.008,0,0.019,0,0.055,0, ,<-1>,,<-1>,1.12,0,,<-1>,1.10,0, ,<-1>  ,1.06,0,,<-1>,0.82,<-4> [SBL],0.94,0,0.90,<-4> [SBL],39.0,0,6,0,320,<1> (CHB), ,<-1>  ,19.6,0,1.8,0,6.3,0,6.7,0,5,0, ,<-1>  
gtmpcnut,12/1/2020 3:00,2,1, ,0.036,0,0.067,0,0.020,0,0.011,0,0.000,0,0.011,0,0.031,0, ,<-1>,,<-1>,1.21,0,,<-1>,1.20,0, ,<-1>  ,1.18,0,,<-1>,0.82,<-4> [SBL],0.64,0,0.90,<-4> [SBL],40.0,0,7,0,200,<1> (CHB), ,<-1>  ,19.0,0,0.5,0,6.2,0,6.7,0,6,0, ,<-1>  
gtmpcnut,12/1/2020 5:30,2,1, ,0.036,0,0.069,0,0.020,0,0.011,<1> [SCC],-0.002,<-3> [SNV],0.009,<1> [SCC],0.029,<1> (CSM), ,<-1>,,<-1>,1.31,<1> (CSM),,<-1>,1.30,0, ,<-1>  ,1.28,0,,<-1>,1.0,<-4> [SBL],0.75,<-4> [SBL],1.1,<-4> [SBL],41.0,0,7,0,500,<1> (CHB), ,<-1>  ,18.4,0,0.3,0,6.1,0,6.7,0,6,0, ,<-1>  
gtmpcnut,12/1/2020 8:00,2,1, ,0.037,0,0.067,0,0.025,0,0.011,<1> [SCC],-0.002,<-3> [SNV],0.009,<1> [SCC],0.034,<1> (CSM), ,<-1>,,<-1>,1.21,<1> (CSM),,<-1>,1.20,0, ,<-1>  ,1.18,0,,<-1>,0.82,<-4> [SBL],0.72,0,0.90,<-4> [SBL],41.0,0,7,0,490,<1> (CHB), ,<-1>  ,17.7,0,0.3,0,6.2,0,6.7,0,4,0, ,<-1>  
gtmfmnut,12/1/2020 10:15,1,1, ,0.023,0,0.053,0,0.052,0,0.007,0,0.023,0,0.030,0,0.082,0,0.27,0,0.35,0,0.51,0,0.16,0,0.48,0,0.32,0,0.43,0,0.16,0,3.5,0,5.1,0,2.3,0,4.6,0,23,0,3,<1> (CSM), ,<-1>  ,19.0,0,30.1,0,6.7,0,7.8,0,14,0,0.80,0
gtmfmnut,12/1/2020 10:18,1,2, ,0.022,0,0.055,0,0.040,0,0.007,0,0.018,0,0.025,0,0.065,0,0.28,0,0.34,0,0.48,0,0.14,0,0.45,0,0.32,0,0.41,0,0.13,0,2.4,0,3.2,0,1.2,0,4.5,0,21,0,3,<1> (CSM), ,<-1>  ,19.0,0,30.1,0,6.7,0,7.8,0,14,0,0.80,0
gtmpcnut,12/1/2020 10:30,2,1, ,0.042,0,0.086,0,0.073,0,0.010,<1> (CSM),0.006,<1> (CSM),0.016,0,0.089,0, ,<-1>,,<-1>,1.12,0,,<-1>,1.10,0, ,<-1>,1.03,0,,<-1>,1.0,<-4> [SBL],1.6,0,1.6,0,38.0,0,14,0,280,<1> (CHB), ,<-1>  ,16.3,0,3.7,0,7.2,0,6.9,0,11,0, ,<-1>  
gtmpcnut,12/1/2020 12:29,1,1, ,0.041,0,0.082,0,0.036,0,0.011,0,0.008,0,0.019,0,0.055,0,0.92,0,0.98,0,1.22,0,0.24,0,1.20,0,0.96,0,1.16,0,0.24,0,3.1,0,3.7,0,1.0,<-4> [SBL],37.0,0,14,0,320,<1> (CHB),202.0,<1> [GSM] (CHB),15.3,0,5.5,0,7.6,0,7.1,0,11,0,0.30,0
gtmpcnut,12/1/2020 12:31,1,2, ,0.041,0,0.083,0,0.037,0,0.010,0,0.005,0,0.015,0,0.052,0,0.94,0,1.00,0,1.12,0,0.12,0,1.10,0,0.98,0,1.06,0,0.12,0,2.3,0,2.8,0,1.0,<-4> [SBL],38.0,0,13,<1> (CSM),360,<1> (CHB), ,<-1>  ,15.3,0,5.5,0,7.6,0,7.1,0,10,0,0.30,0
gtmssnut,12/1/2020 12:42,1,1, ,0.038,0,0.071,0,0.060,0,0.008,0,0.057,0,0.065,0,0.125,0,0.28,0,0.40,0,0.55,0,0.15,0,0.48,0,0.34,0,0.42,0,0.14,0,3.5,0,4.4,0,1.3,0,4.6,0,18,0,92,<1> (CHB), ,<-1>  ,19.5,0,30.6,0,6.7,0,7.8,0,11,0,0.80,0
gtmssnut,12/1/2020 12:44,1,2, ,0.038,0,0.065,0,0.056,0,0.007,0,0.056,0,0.063,0,0.119,0,0.29,0,0.41,0,0.54,0,0.13,0,0.48,0,0.35,0,0.42,0,0.13,0,2.5,0,2.9,0,0.90,<-4> [SBL],4.7,0,16,0,84,<1> (CHB), ,<-1>  ,19.5,0,30.6,0,6.7,0,7.8,0,11,0,0.80,0
gtmpinut,12/1/2020 15:00,1,1, ,0.049,0,0.100,0,0.056,0,0.015,0,0.027,0,0.042,0,0.098,0,0.50,0,0.60,0,0.80,<1> (CSM),0.20,<1> (CSM),0.76,<1> (CSM),0.56,0,0.70,<1> (CSM),0.20,<1> (CSM),4.2,0,5.8,0,2.4,0,9.9,0,23,0,40,<1> [GSM] (CHB), ,<-1>  ,18.5,0,17.9,0,6.9,0,7.5,0,16,0,0.60,0
gtmpinut,12/1/2020 15:02,1,2, ,0.050,0,0.084,0,0.056,0,0.015,0,0.028,0,0.043,0,0.099,0,0.52,0,0.62,0,0.79,0,0.17,0,0.75,0,0.58,0,0.69,0,0.17,0,3.7,0,5.0,0,1.9,0,9.8,0,22,0,25,<1> [GSM] (CHB), ,<-1>  ,18.5,0,17.9,0,6.9,0,7.5,0,16,0,0.60,0
