Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,DOP,F_DOP,TDP,F_TDP,TP,F_TP,PHOSP,F_PHOSP,NH4F,F_NH4F,NO23F,F_NO23F,DIN,F_DIN,DON,F_DON,TDN,F_TDN,TN,F_TN,TKN,F_TKN,TKNF,F_TKNF,TON,F_TON,PON,F_PON,PN,F_PN,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,DOC,F_DOC,TSS,F_TSS,FECCOL_CFU,F_FECCOL_CFU,ENTERO_MPN,F_ENTERO_MPN,WTEM_N,F_WTEM_N,SALT_N,F_SALT_N,DO_N,F_DO_N,PH_N,F_PH_N,Color,F_Color,SECCHI,F_SECCHI
gtmfmnut,4/4/2023 8:08,1,1,,0.007,0,0.012,0,0.019,0,0.025,0,0.006,0,0.011,0,0.004,<-4> [SBL],,<-4> [SCB],0.24,0,,<-4> [SCB],,<-4> [SCB],0.27,0,0.25,0,0.26,0,0.02,0,,<-2> [GCM],4.0,0,4.1,<1> (CSM),1.8,<-4> [SBL],2.7,0,7,<1> (CSM),4,<-1> [GSM] (CHB),10,<1> (CHB),21.6,0,34.2,<1> (CSM),7.0,<1> (CSM),8.0,0,2.5,<-4> [SBL],1.6,0
gtmfmnut,4/4/2023 8:10,1,2,,0.007,0,0.009,0,0.016,0,0.023,0,0.007,0,0.005,0,0.004,<-4> [SBL],,<-4> [SCB],0.16,0,,<-4> [SCB],,<-4> [SCB],0.19,0,0.17,0,0.18,0,0.02,0,,<-2> [GCM],3.7,0,4.1,0,1.0,<-4> [SBL],2.2,0,7,0,8,<-1> [GSM] (CHB),10,<-4> [SBL] (CHB),21.6,0,34.2,<1> (CSM),7.0,<1> (CSM),8.0,0,2.5,<-4> [SBL],1.6,0
gtmssnut,4/4/2023 9:15,1,1,,0.009,0,0.010,0,0.019,0,0.032,0,0.013,0,0.011,0,0.004,0,0.015,0,0.21,0,0.22,0,0.26,0,0.26,0,0.22,0,0.25,0,0.04,0,0.04,0,4.1,0,4.7,0,1.1,<-4> [SBL],2.4,0,8,0,6,<-1> [GSM] (CHB),10,<-4> [SBL] (CHB),20.7,0,34.1,<1> (CSM),7.1,<1> (CSM),8.0,0,2.5,<-4> [SBL],1.2,0
gtmssnut,4/4/2023 9:16,1,2,,0.009,0,0.009,0,0.018,0,0.029,0,0.011,0,0.010,0,0.005,0,0.015,0,0.23,0,0.24,0,0.26,0,0.25,0,0.24,0,0.24,0,0.01,0,0.01,0,4.1,0,4.6,0,1.5,<-4> [SBL],2.3,0,9,0,3,<-1> [GSM] (CHB),10,<-4> [SBL] (CHB),20.7,0,34.1,<1> (CSM),7.1,<1> (CSM),8.0,0,2.5,<-4> [SBL],1.2,0
gtmpinut,4/4/2023 10:46,1,1,,0.026,0,0.014,0,0.040,0,0.054,0,0.014,0,0.023,0,0.007,0,0.030,0,0.46,0,0.49,0,0.65,0,0.64,0,0.48,0,0.62,0,0.16,0,0.16,0,9.4,0,10.0,0,1.0,0,6.2,0,11,0,3,<-1> [GSM] (CHB),10,<-4> [SBL] (CHB),23.6,0,28.0,<1> (CSM),6.6,<1> (CSM),7.7,0,21,<1> (CSM),1.12,0
gtmpinut,4/4/2023 10:48,1,2,,0.027,0,0.012,0,0.039,0,0.053,0,0.014,0,0.022,0,0.008,0,0.030,0,0.45,0,0.48,0,0.67,0,0.66,0,0.47,0,0.64,0,0.19,0,0.19,0,9.6,0,11.0,0,1.0,0,7.2,0,10,0,3,<-4> [SBL] (CHB),10,<-4> [SBL] (CHB),23.6,0,28.0,<1> (CSM),6.6,<1> (CSM),7.7,0,20,0,1.12,0
gtmpcnut,4/4/2023 11:15,1,1,,0.029,0,0.014,0,0.043,0,0.064,0,0.021,0,0.004,0,0.004,<-4> [SBL],,<-4> [SCB],0.42,0,,<-4> [SCB],,<-4> [SCB],0.43,0,0.42,0,0.43,0,0.01,0,,<-2> [GCM],13.0,0,14.0,0,1.5,0,7.4,0,15,0,6,<1> [GSM] (CHB),10,<1> (CHB),24.8,0,25.8,<1> (CSM),4.3,<1> (CSM),7.5,0,34,0,0.8,0
gtmpcnut,4/4/2023 11:17,1,2,,0.028,0,0.015,0,0.043,0,0.064,0,0.021,0,0.002,0,0.004,0,0.006,0,0.38,0,0.38,0,0.45,0,0.45,0,0.38,0,0.45,0,0.07,0,0.07,0,12.0,0,14.0,0,1.5,0,7.2,0,14,0,14,<1> [GSM] (CHB),10,<-4> [SBL] (CHB),24.8,0,25.8,<1> (CSM),4.3,<1> (CSM),7.5,0,35,0,0.8,0
gtmpcnut,4/17/2023 8:45,2,1,,0.028,<1> (CHB),0.018,<1> (CSM),0.046,0,0.080,0,0.034,0,0.051,0,0.004,<-4> [SBL],,<-4> [SCB],0.43,0,,<-4> [SCB],,<-4> [SCB],0.67,0,0.48,0,0.62,0,0.19,0,,<-2> [GCM],11.0,<1> (CHB),13.0,<1> (CHB),3.6,<1> (CHB),5.3,0,13,0,,<-1>,,<-1>,24.2,0,13.8,0,5.2,0,7.4,0,,<-1>,,<-1>
gtmpcnut,4/17/2023 11:15,2,1,,0.029,<1> (CHB),,<-1>,,<-1>,0.074,0,,<-1>,0.035,0,0.007,0,0.042,0,,<-1>,,<-1>,0.53,0,0.52,0,,<-1>,0.48,0,,<-1>,,<-1>,9.8,0,12.0,0,2.9,0,12.0,0,14,0,,<-1>,,<-1>,24.4,0,9.1,0,5.5,0,7.2,0,,<-1>,,<-1>
gtmpcnut,4/17/2023 13:45,2,1,,0.030,0,,<-1>,,<-1>,0.070,0,,<-1>,0.046,0,0.006,0,0.052,0,,<-1>,,<-1>,0.56,0,0.55,0,,<-1>,0.50,0,,<-1>,,<-1>,7.8,0,9.5,0,2.4,0,11.0,0,13,0,,<-1>,30.5,<1> [GSM] (CHB),24.6,0,5.4,0,5.5,0,7.1,0,,<-1>,,<-1>
gtmpcnut,4/17/2023 16:15,2,1,,0.036,0,,<-1>,,<-1>,0.075,0,,<-1>,0.030,0,0.021,0,0.051,0,,<-1>,,<-1>,0.53,0,0.51,0,,<-1>,0.48,0,,<-1>,,<-1>,8.8,0,11.0,0,2.3,0,14.0,0,12,0,,<-1>,20,<1> (CHB),24.8,0,4.8,0,4.7,0,7.0,0,,<-1>,,<-1>
gtmpcnut,4/17/2023 18:45,2,1,,0.029,0,,<-1>,,<-1>,0.083,0,,<-1>,0.010,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.74,0,,<-1>,0.73,0,,<-1>,,<-2> [GCM],13.0,0,16.0,0,4.2,0,13.0,0,18,0,,<-1>,62,<1> (CHB),25.3,0,6.8,0,6.9,0,7.3,0,,<-1>,,<-1>
gtmpcnut,4/17/2023 21:15,2,1,,0.021,0,,<-1>,,<-1>,0.088,0,,<-1>,0.004,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.63,0,,<-1>,0.63,0,,<-1>,,<-2> [GCM],11.0,0,13.0,0,4.5,<-4> [SBL],8.8,0,30,0,,<-1>,10,<1> (CHB),25.1,0,16.7,0,7.3,0,7.7,0,,<-1>,,<-1>
gtmpcnut,4/17/2023 23:45,2,1,,0.023,0,,<-1>,,<-1>,0.088,0,,<-1>,0.008,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.74,0,,<-1>,0.73,0,,<-1>,,<-2> [GCM],9.9,0,12.0,0,3.5,0,10.0,0,27,0,,<-1>,20,<1> (CHB),24.7,0,12.7,0,6.5,0,7.5,0,,<-1>,,<-1>
gtmpcnut,4/18/2023 2:15,2,1,,0.034,0,,<-1>,,<-1>,0.072,0,,<-1>,0.029,0,0.006,0,0.035,0,,<-1>,,<-1>,0.58,0,0.57,0,,<-1>,0.54,0,,<-1>,,<-1>,5.7,0,7.2,0,2.2,0,13.0,0,10,0,,<-1>,20,<1> (CHB),23.6,0,6.3,0,5.5,0,7.2,0,,<-1>,,<-1>
gtmpcnut,4/18/2023 4:45,2,1,,0.037,<1> (CHB),,<-1>,,<-1>,0.074,0,,<-1>,0.034,0,0.008,0,0.042,0,,<-1>,,<-1>,0.49,0,0.48,0,,<-1>,0.45,0,,<-1>,,<-1>,5.3,<1> (CHB),6.8,<1> (CHB),2.2,<1> (CHB),14.0,0,8,0,,<-1>,,<-2> (CSM),22.8,0,3.5,0,5.3,0,7.0,0,,<-1>,,<-1>
gtmpcnut,4/18/2023 7:15,2,1,,0.031,<1> (CHB),,<-1>,,<-1>,0.078,0,,<-1>,0.029,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.58,0,,<-1>,0.55,0,,<-1>,,<-2> [GCM],9.7,<1> (CHB),11.0,<1> (CHB),4.5,<-4> [SBL] (CHB),12.0,0,16,0,,<-1>,,<-2> (CSM),22.3,0,7.9,0,5.6,0,7.2,0,,<-1>,,<-1>
gtmpcnut,4/18/2023 9:45,2,1,,0.024,0,,<-1>,,<-1>,0.062,0,,<-1>,0.012,0,0.005,0,0.017,0,,<-1>,,<-1>,0.50,0,0.50,0,,<-1>,0.49,0,,<-1>,,<-1>,11.0,<1> (CSM),13.0,<1> (CSM),2.3,0,8.2,0,26,0,,<-1>,10,<1> (CHB),21.7,0,19.7,0,5.8,0,7.6,0,,<-1>,,<-1>
gtmfmnut,5/2/2023 7:44,1,1,,0.015,0,0.005,0,0.020,0,0.044,0,0.024,0,0.029,0,0.004,<-4> [SBL],,<-4> [SCB],0.24,0,,<-4> [SCB],,<-4> [SCB],0.43,0,0.27,0,0.40,0,0.16,0,,<-2> [GCM],6.8,0,7.6,0,1.4,<-4> [SBL],3.5,0,23,<1> (CSM),4,<1> [GSM] (CHB),10,<-4> [SBL] (CHB),22.5,0,32.0,0,5.9,<1> (CSM),7.9,<1> (CSM),2.5,<-4> [SBL],0.9,0
gtmfmnut,5/2/2023 7:46,1,2,,0.012,0,0.008,0,0.020,0,0.041,0,0.021,0,0.025,0,0.004,<-4> [SBL],,<-4> [SCB],0.26,0,,<-4> [SCB],,<-4> [SCB],0.35,0,0.28,0,0.32,0,0.07,0,,<-2> [GCM],6.2,<1> (CSM),7.0,<1> (CSM),2.0,<-4> [SBL],3.4,0,22,0,3,<-4> [SBL] (CHB),10,<-4> [SBL] (CHB),22.5,0,32.0,0,5.9,<1> (CSM),7.9,<1> (CSM),2.7,0,0.9,0
gtmssnut,5/2/2023 8:50,1,1,,0.030,0,0.010,0,0.040,0,0.059,0,0.019,0,0.073,0,0.066,0,0.139,0,0.31,0,0.45,0,0.59,0,0.52,0,0.38,0,0.45,0,0.14,0,0.14,0,5.4,0,6.4,0,1.2,0,3.7,0,22,0,3,<1> [GSM] (CHB),10,<1> (CHB),22.5,0,33.3,0,5.8,<1> (CSM),8.0,<1> (CSM),2.5,<-4> [SBL],1.0,0
gtmssnut,5/2/2023 8:52,1,2,,0.030,0,0.010,0,0.040,0,0.061,0,0.021,0,0.076,0,0.068,0,0.144,0,0.34,0,0.49,0,0.50,0,0.43,0,0.42,0,0.35,0,0.01,0,0.01,0,5.3,0,6.4,0,1.4,0,3.8,0,21,0,3,<1> [GSM] (CHB),10,<-4> [SBL] (CHB),22.5,0,33.3,0,5.8,<1> (CSM),8.0,<1> (CSM),4,0,1.0,0
gtmpcnut,5/2/2023 9:38,1,1,,0.042,0,0.014,0,0.056,0,0.100,0,0.044,0,0.027,0,0.008,0,0.035,0,0.58,0,0.62,0,0.89,0,0.88,0,0.61,0,0.85,0,0.27,0,0.27,0,18.0,0,19.0,0,3.5,<-4> [SBL],15.0,0,22,0,14,<1> [GSM] (CHB),10,<-4> [SBL] (CHB),22.8,0,11.1,0,4.6,<1> (CSM),6.9,<1> (CSM),150,0,0.35,0
gtmpcnut,5/2/2023 9:40,1,2,,0.040,0,0.013,0,0.053,0,0.098,0,0.045,0,0.030,0,0.008,0,0.038,0,0.52,0,0.56,0,0.86,0,0.85,0,0.55,0,0.82,0,0.30,0,0.30,0,15.0,0,16.0,0,2.1,<-4> [SBL],15.0,0,21,0,19,<1> [GSM] (CHB),10,<-4> [SBL] (CHB),22.8,0,11.1,0,4.6,<1> (CSM),6.9,<1> (CSM),140,0,0.35,0
gtmpinut,5/2/2023 10:11,1,1,,0.026,0,0.010,0,0.036,0,0.091,0,0.055,0,0.010,0,0.004,<-4> [SBL],,<-4> [SCB],0.48,0,,<-4> [SCB],,<-4> [SCB],0.81,0,0.49,0,0.80,0,0.32,0,,<-2> [GCM],13.0,0,15.0,0,3.2,0,7.3,0,31,0,11,<1> [GSM] (CHB),10,<-4> [SBL] (CHB),23.2,0,28.1,0,5.9,<1> (CSM),7.7,<1> (CSM),25,<1> (CSM),0.7,0
gtmpinut,5/2/2023 10:13,1,2,,0.027,0,0.009,0,0.036,0,0.090,0,0.054,0,0.008,0,0.004,<-4> [SBL],,<-4> [SCB],0.54,0,,<-4> [SCB],,<-4> [SCB],0.77,0,0.55,0,0.76,0,0.22,0,,<-2> [GCM],12.0,0,15.0,0,3.1,0,7.6,0,33,0,6,<1> [GSM] (CHB),10,<-4> [SBL] (CHB),23.2,0,28.1,0,5.9,<1> (CSM),7.7,<1> (CSM),23,0,0.7,0
gtmpcnut,5/15/2023 8:45,2,1,,0.029,<1> (CHB),0.016,<1> (CSM),0.045,0,0.090,0,0.045,0,0.044,0,0.004,<-4> [SBL],,<-4> [SCB],0.47,0,,<-4> [SCB],,<-4> [SCB],1.10,0,0.51,0,1.06,0,0.59,0,,<-2> [GCM],8.5,<1> (CHB),10.0,<1> (CHB),2.7,<1> (CHB),9.1,0,27,0,,<-1>,,<-1>,27.7,0,24.0,0,4.1,0,7.5,0,,<-1>,,<-1>
gtmpcnut,5/15/2023 11:15,2,1,,0.032,<1> (CHB),,<-1>,,<-1>,0.089,0,,<-1>,0.027,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.76,0,,<-1>,0.73,0,,<-1>,,<-2> [GCM],7.8,0,9.0,0,1.6,0,10.0,0,23,0,,<-1>,,<-1>,28.1,0,20.3,0,3.8,0,7.4,0,,<-1>,,<-1>
gtmpcnut,5/15/2023 13:45,2,1,,0.032,<1> (CHB),,<-1>,,<-1>,0.079,0,,<-1>,0.012,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.58,0,,<-1>,0.57,0,,<-1>,,<-2> [GCM],9.9,0,11.0,0,1.5,<-4> [SBL],11.0,0,12,0,,<-1>,10,<1> (CHB),28.4,0,16.5,0,3.4,0,7.3,0,,<-1>,,<-1>
gtmpcnut,5/15/2023 16:15,2,1,,0.033,0,,<-1>,,<-1>,0.084,0,,<-1>,0.008,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.74,0,,<-1>,0.73,0,,<-1>,,<-2> [GCM],11.0,0,12.0,0,1.8,<-4> [SBL],13.0,0,22,0,,<-1>,10,<-4> [SBL] (CHB),31.2,0,11.8,0,6.8,0,7.6,0,,<-1>,,<-1>
gtmpcnut,5/15/2023 18:45,2,1,,0.025,0,,<-1>,,<-1>,0.140,0,,<-1>,0.008,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.95,0,,<-1>,0.94,0,,<-1>,,<-2> [GCM],13.0,0,16.0,0,5.3,0,10.0,0,105,0,,<-1>,10,<-4> [SBL] (CHB),30.9,0,20.9,0,6.3,0,7.7,0,,<-1>,,<-1>
gtmpcnut,5/15/2023 21:15,2,1,,0.026,0,,<-1>,,<-1>,0.076,0,,<-1>,0.007,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.54,0,,<-1>,0.53,0,,<-1>,,<-2> [GCM],5.9,0,6.9,0,1.5,<-4> [SBL],8.1,0,32,0,,<-1>,10,<-4> [SBL] (CHB),30.9,0,26.8,0,5.3,0,7.7,0,,<-1>,,<-1>
gtmpcnut,5/15/2023 23:45,2,1,,0.031,0,,<-1>,,<-1>,0.070,0,,<-1>,0.015,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.61,0,,<-1>,0.60,0,,<-1>,,<-2> [GCM],7.2,0,8.7,0,2.2,<-4> [SBL],11.0,0,48,0,,<-1>,10,<-4> [SBL] (CHB),29.8,0,19.1,0,5.3,0,7.5,0,,<-1>,,<-1>
gtmpcnut,5/16/2023 2:15,2,1,,0.035,0,,<-1>,,<-1>,0.069,0,,<-1>,0.012,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.59,0,,<-1>,0.58,0,,<-1>,,<-2> [GCM],5.8,0,7.0,0,1.6,0,12.0,0,20,0,,<-1>,20,<1> (CHB),29.1,0,15.2,0,4.8,0,7.4,0,,<-1>,,<-1>
gtmpcnut,5/16/2023 4:45,2,1,,0.035,0,,<-1>,,<-1>,0.068,0,,<-1>,0.014,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.63,0,,<-1>,0.62,0,,<-1>,,<-2> [GCM],10.0,0,12.0,0,3.0,0,11.0,0,29,0,,<-1>,20,<1> (CHB),28.4,0,15.9,0,4.8,0,7.4,0,,<-1>,,<-1>
gtmpcnut,5/16/2023 7:15,2,1,,0.034,0,,<-1>,,<-1>,0.078,0,,<-1>,0.024,0,0.004,0,0.028,0,,<-1>,,<-1>,0.64,0,0.64,0,,<-1>,0.62,0,,<-1>,,<-1>,10.0,0,13.0,0,4.1,0,9.2,0,168,0,,<-1>,10,<-4> [SBL] (CHB),28.2,0,24.4,0,4.3,0,7.5,0,,<-1>,,<-1>
gtmpcnut,5/16/2023 9:45,2,1,,0.028,0,,<-1>,,<-1>,0.071,0,,<-1>,0.012,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.53,0,,<-1>,0.52,0,,<-1>,,<-2> [GCM],10.0,0,11.0,0,1.8,<-4> [SBL],8.5,0,40,0,,<-1>,10,<-4> [SBL] (CHB),28.2,0,26.9,0,4.3,0,7.6,0,,<-1>,,<-1>
gtmfmnut,6/5/2023 9:15,1,1,,0.006,0,0.008,0,0.014,0,0.030,0,0.016,0,0.023,0,0.004,<-4> [SBL],,<-4> [SCB],0.24,0,,<-4> [SCB],,<-4> [SCB],0.34,0,0.26,0,0.32,0,0.08,0,,<-2> [GCM],5.7,0,6.5,0,1.0,<-4> [SBL],2.7,0,12,0,4,<1> [GSM] (CHB),10,<-4> [SBL] (CHB),24.7,0,32.1,0,6.3,<1> (CSM),7.9,0,2.5,<-4> [SBL],0.9,0
gtmfmnut,6/5/2023 9:17,1,2,,0.004,0,0.009,0,0.013,0,0.027,0,0.014,0,0.009,0,0.004,<-4> [SBL],,<-4> [SCB],0.28,0,,<-4> [SCB],,<-4> [SCB],0.32,0,0.29,0,0.31,0,0.03,0,,<-2> [GCM],5.5,0,6.1,0,1.0,<-4> [SBL],3.0,0,14,0,3,<1> [GSM] (CHB),10,<-4> [SBL] (CHB),24.7,0,32.1,0,6.3,<1> (CSM),7.9,0,2.5,<-4> [SBL],0.9,0
gtmssnut,6/5/2023 10:20,1,1,,0.006,0,0.008,0,0.014,0,0.029,0,0.015,0,0.005,0,0.006,0,0.011,0,0.22,0,0.24,0,0.42,0,0.41,0,0.23,0,0.40,0,0.18,0,0.18,0,5.0,0,4.9,<1> (CSM),2.0,<-4> [SBL],3.0,0,11,0,14,<1> [GSM] (CHB),10,<1> (CHB),24.8,0,31.9,0,6.8,<1> (CSM),7.9,0,2.5,<-4> [SBL],1.1,0
gtmssnut,6/5/2023 10:22,1,2,,0.007,0,0.007,0,0.014,0,0.027,0,0.013,0,0.007,0,0.007,0,0.014,0,0.24,0,0.26,0,0.40,0,0.39,0,0.25,0,0.38,0,0.14,0,0.14,0,4.9,0,5.3,0,1.0,<-4> [SBL],2.5,0,12,0,14,<1> [GSM] (CHB),10,<-4> [SBL] (CHB),24.8,0,31.9,0,6.8,<1> (CSM),7.9,0,2.5,<-4> [SBL],1.1,0
gtmpcnut,6/5/2023 12:13,1,1,{CSM},0.018,0,0.009,0,0.027,0,0.059,0,0.032,0,0.005,0,0.004,<-4> [SBL],,<-4> [SCB],0.36,0,,<-4> [SCB],,<-4> [SCB],0.69,0,0.36,0,0.68,0,0.33,0,,<-2> [GCM],11.0,0,12.0,0,1.8,<-4> [SBL],7.4,0,18,0,6,<1> [GSM] (CHB),10,<1> (CHB),26.6,0,28.8,0,5.8,<1> (CSM),7.6,0,42,0,0.7,0
gtmpcnut,6/5/2023 12:15,1,2,{CSM},0.017,0,0.011,0,0.028,0,0.062,0,0.034,0,0.011,0,0.004,<-4> [SBL],,<-4> [SCB],0.40,0,,<-4> [SCB],,<-4> [SCB],0.63,0,0.41,0,0.62,0,0.22,0,,<-2> [GCM],11.0,0,12.0,0,2.1,<-4> [SBL],7.6,0,17,0,6,<1> [GSM] (CHB),10,<1> [GSM] (CHB),26.6,0,28.8,0,5.8,<1> (CSM),7.6,0,42,0,0.7,0
gtmpinut,6/5/2023 12:17,1,1,,0.021,0,0.010,0,0.031,0,0.048,0,0.017,0,0.016,0,0.004,<-4> [SBL],,<-4> [SCB],0.39,0,,<-4> [SCB],,<-4> [SCB],0.61,0,0.41,0,0.59,0,0.20,0,,<-2> [GCM],6.2,0,6.9,0,0.90,<-4> [SBL],5.8,0,17,0,3,<1> [GSM] (CHB),10,<-4> [SBL] (CHB),25.5,0,30.5,0,5.7,<1> (CSM),7.6,0,18,0,0.85,0
gtmpinut,6/5/2023 12:19,1,2,,0.019,0,0.013,0,0.032,0,0.050,0,0.018,0,0.015,0,0.004,<-4> [SBL],,<-4> [SCB],0.42,0,,<-4> [SCB],,<-4> [SCB],0.59,0,0.43,0,0.57,0,0.16,0,,<-2> [GCM],6.5,0,7.5,0,1.2,0,5.7,0,18,0,6,<1> [GSM] (CHB),10,<-4> [SBL] (CHB),25.5,0,30.5,0,5.7,<1> (CSM),7.6,0,17,0,0.85,0
gtmpcnut,6/19/2023 9:00,2,1,,0.031,<1> (CHB),0.015,<1> (CSM),0.046,0,0.082,0,0.036,0,0.006,0,0.004,<-4> [SBL],,<-4> [SCB],0.46,0,,<-4> [SCB],,<-4> [SCB],0.67,0,0.47,0,0.66,0,0.20,0,,<-2> [GCM],8.0,0,11.0,0,3.7,0,13.0,0,20,0,,<-1>,,<-1>,28.3,0,12.3,0,4.6,0,7.3,0,,<-1>,,<-1>
gtmpcnut,6/19/2023 11:30,2,1,,0.027,0,,<-1>,,<-1>,0.076,0,,<-1>,0.005,0,0.004,0,0.009,0,,<-1>,,<-1>,0.61,0,0.61,0,,<-1>,0.60,0,,<-1>,,<-1>,11.0,0,14.0,0,3.8,0,12.0,0,24,0,,<-1>,,<-1>,28.5,0,22.0,0,3.8,0,7.4,0,,<-1>,,<-1>
gtmpcnut,6/19/2023 14:00,2,1,,0.024,0,,<-1>,,<-1>,0.077,0,,<-1>,0.004,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.59,0,,<-1>,0.59,0,,<-1>,,<-2> [GCM],12.0,0,15.0,0,3.9,0,11.0,0,22,0,,<-1>,74,<1> [GSM] (CHB),28.6,0,20.7,0,3.9,0,7.4,0,,<-1>,,<-1>
gtmpcnut,6/19/2023 16:30,2,1,,0.032,0,,<-1>,,<-1>,0.079,0,,<-1>,0.004,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.72,0,,<-1>,0.72,0,,<-1>,,<-2> [GCM],8.7,0,11.0,0,3.7,0,14.0,0,14,0,,<-1>,63,<1> (CHB),29.1,0,14.8,0,3.6,0,7.3,0,,<-1>,,<-1>
gtmpcnut,6/19/2023 19:00,2,1,,0.037,0,,<-1>,,<-1>,0.086,0,,<-1>,0.006,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.59,0,,<-1>,0.58,0,,<-1>,,<-2> [GCM],7.4,0,9.3,0,2.8,0,16.0,0,13,0,,<-1>,10,<1> (CHB),29.7,0,9.8,0,4.7,0,7.3,0,,<-1>,,<-1>
gtmpcnut,6/19/2023 21:30,2,1,,0.028,0,,<-1>,,<-1>,0.076,0,,<-1>,0.004,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.51,0,,<-1>,0.51,0,,<-1>,,<-2> [GCM],8.2,0,9.5,0,3.2,<-4> [SBL],13.0,0,24,0,,<-1>,31,<1> (CHB),29.5,0,15.4,0,5.6,0,7.5,0,,<-1>,,<-1>
gtmpcnut,6/20/2023 0:00,2,1,,0.020,0,,<-1>,,<-1>,0.091,0,,<-1>,0.006,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.58,0,,<-1>,0.57,0,,<-1>,,<-2> [GCM],8.8,0,11.0,0,3.6,0,8.2,0,33,0,,<-1>,31,<1> (CHB),28.8,0,24.4,0,5.7,0,7.7,0,,<-1>,,<-1>
gtmpcnut,6/20/2023 2:30,2,1,,0.020,0,,<-1>,,<-1>,0.081,0,,<-1>,0.004,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.62,0,,<-1>,0.62,0,,<-1>,,<-2> [GCM],8.3,0,9.8,0,3.0,<-4> [SBL],7.7,0,34,0,,<-1>,31,<1> (CHB),28.7,0,25.0,0,5.2,0,7.7,0,,<-1>,,<-1>
gtmpcnut,6/20/2023 5:00,2,1,,0.031,0,,<-1>,,<-1>,0.077,0,,<-1>,0.017,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.58,0,,<-1>,0.56,0,,<-1>,,<-2> [GCM],6.2,0,8.1,0,2.7,0,12.0,0,25,0,,<-1>,97,<1> (CHB),28.2,0,15.1,0,4.5,0,7.3,0,,<-1>,,<-1>
gtmpcnut,6/20/2023 7:30,2,1,,0.041,0,,<-1>,,<-1>,0.082,0,,<-1>,0.032,0,0.005,0,0.037,0,,<-1>,,<-1>,0.72,0,0.71,0,,<-1>,0.68,0,,<-1>,,<-1>,7.3,0,9.0,0,2.4,0,13.0,0,21,0,,<-1>,62,<1> (CHB),27.8,0,10.4,0,4.5,0,7.2,0,,<-1>,,<-1>
gtmpcnut,6/20/2023 10:00,2,1,,0.037,0,,<-1>,,<-1>,0.077,0,,<-1>,0.028,0,0.005,0,0.033,0,,<-1>,,<-1>,0.58,0,0.58,0,,<-1>,0.55,0,,<-1>,,<-1>,8.9,0,10.0,0,2.2,<-4> [SBL],12.0,0,20,0,,<-1>,120,<1> (CHB),27.2,0,12.6,0,4.8,0,7.3,0,,<-1>,,<-1>
gtmpcnut,7/18/2023 9:00,2,1,,0.046,<1> (CHB),0.024,<1> (CSM),0.070,0,0.100,0,0.030,0,0.010,0,0.007,0,0.017,0,0.90,0,0.92,0,1.01,0,1.00,0,0.91,0,0.99,0,0.09,0,0.09,0,5.9,<1> (CHB),8.3,<1> (CHB),3.5,<1> (CHB),24.0,0,4,0,,<-1>,,<-1>,28.5,0,4.8,0,3.9,0,7.0,0,,<-1>,,<-1>
